headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
Bracing for an Even Worse Weekend of Australia Fires,2020-01-03,article,News,"On Friday, officials in the state of New South Wales drastically expanded their estimate of the amount of land at risk.",The New York Times,Foreign,World,"['Fires and Firefighters', 'Wildfires']"
"Oil Prices Jump, and Stocks Slide, After U.S. Kills Iranian General",2020-01-03,article,News,"Analysts warned that the airstrike on an Iranian commander raised the prospect of volatility in Iran and Iraq, two major oil producers.",The New York Times,Business,Business Day,"['Oil (Petroleum) and Gasoline', 'Futures and Options Trading', 'Terrorism', 'Stocks and Bonds', 'Prices (Fares, Fees and Rates)', 'Targeted Killings', 'United States Defense and Military Forces']"
Carlos Ghosn Was Aided in Flight From Japan by Former Green Beret,2020-01-03,article,News,More details about the former auto executive’s escape emerged. The Japanese news media said cameras showed him leaving his Tokyo home alone.,The New York Times,Business,Business Day,"['Cameras', 'Fugitives']"
"He Mocks Saudi Arabia on YouTube. Yes, He Fears for His Safety.",2020-01-03,article,News,"Ghanem al-Masarir, a satirist based in London, says officials in Saudi Arabia are behind threats to his life and the spyware infection of his phones.",The New York Times,SundayBusiness,Business Day,"['Asylum, Right of', 'Cyberattacks and Hackers', 'Threats and Threatening Messages']"
Quadrantids Meteor Shower 2020: Watch It Peak in Night Skies,2020-01-03,article,News,"Meteor showers can light up night skies from dusk to dawn, and if you’re lucky you might be able to catch a glimpse.",The New York Times,Science,Science,"['Meteors and Meteorites', 'Solar System', 'Space and Astronomy', 'Comets', 'Seasons and Months']"
A Speech About Love for My Father’s Third Wedding,2020-01-03,article,News,"What could a son say about marriage to a father who had divorced twice, seeming to treat love as though it were seasonal?",The New York Times,Well,Well,"['Love (Emotion)', 'Marriages', 'Weddings and Engagements', 'Parenting', 'Families and Family Life']"
Office Treats Bring Out the Worst of Humanity,2020-01-03,article,News,"Free food disappears fast, which is why you have to think strategically and trust no one.",The New York Times,SundayBusiness,Business Day,"['Work-Life Balance', 'Careers and Professions', 'your-feed-selfcare', 'Workplace Environment']"
What if Children Ran the School Lunchroom?,2020-01-03,article,News,"A new program lets students customize their meals, participate in taste tests and brainstorm ways to redesign their school cafeterias.",The New York Times,Well,Well,"['Diet and Nutrition', 'Food', 'Education (K-12)', 'Vegetables', 'Cooking and Cookbooks', 'Squash (Vegetable)', 'Gardens and Gardening']"
How a Voice of Female Gen X Anxiety Spends Her Sundays,2020-01-03,article,News,"Ada Calhoun had a rough year. Fortunately, the process of writing her latest book prepared her for it.",The New York Times,Metropolitan,New York,"['Writing and Writers', 'Women and Girls', 'Books and Literature']"
Why Your Uber Ride Can Cost as Much as a Plane Ticket,2020-01-03,article,News,"Ride hailing apps, promising cheap and easy travel, cannibalized New York’s taxi industry. What happens when they no longer feel like a bargain?",The New York Times,Metropolitan,New York,"['Car Services and Livery Cabs', 'Taxicabs and Taxicab Drivers', 'Congestion Pricing']"
"‘A Different Era’: Anti-Semitic Crimes, and Efforts to Track Them, Climb",2020-01-03,article,News,"Attacks have been traditionally underreported, but fighting the scourge in hate crimes begins with better data, experts say.",The New York Times,National,U.S.,"['ANTI-SEMITISM', 'Hate Crimes', 'Synagogues', 'Statistics', 'Vandalism', 'Assaults']"
Headless Body in Cave Is Identified as 1916 Ax Murder Suspect,2020-01-03,article,News,"The case of Joseph Henry Loveless, who sawed his way out of jail in 1916, is among the oldest solved using genetic genealogy.",The New York Times,Express,U.S.,"['Forensic Science', 'Genealogy', 'Mummies and Mummification', 'DNA (Deoxyribonucleic Acid)', 'Caves and Caverns']"
"Hong Kong Considers the Future: ‘If You Can Afford It, Leave’",2020-01-03,article,News,"As violence escalates and the Chinese government exerts greater control over the financial hub, residents wrestle with their options.",The New York Times,Business,Business Day,"['Hong Kong Protests (2019)', 'Politics and Government', 'Economic Conditions and Trends', 'Labor and Jobs']"
So You Want to Join Your Co-op Board?,2020-01-03,article,News,Five new members thought it seemed like a good way to contribute ideas and gain some influence. Here’s what happened next.,The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Cooperatives', 'Boards of Directors']"
Wanted: A Home for Three Million Records,2020-01-03,article,News,The Archive of Contemporary Music is losing its space in TriBeCa.,The New York Times,Metropolitan,New York,"['Pop and Rock Music', 'Archives and Records', 'Collectors and Collections', 'Nonprofit Organizations']"
She Is 96 and Does Not Fear Her Death. But Do Her Children?,2020-01-03,article,News,The oldest old may be ready to say goodbye. Not everyone is ready for this conversation.,The New York Times,Metropolitan,New York,"['Death and Dying', 'Elderly', 'Hospice Care', 'Retirement Communities and Assisted Living']"
Pete Buttigieg and the One Percent,2020-01-03,article,News,Are the wealthy a liability in 2020? Or will they help get him elected?,The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Campaign Finance', 'High Net Worth Individuals', 'Celebrities']"
Klobuchar and Booker Raise More Money but Trail Far Behind 2020 Leaders,2020-01-03,article,News,"Senator Amy Klobuchar’s campaign announced raising $11.4 million in the fourth quarter of 2019, and Senator Cory Booker said he brought in $6.6 million.",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Campaign Finance', 'Primaries and Caucuses']"
U.S. Strike Against Iran Rattles Markets,2020-01-03,article,News,"Markets were shaken by the death of a major Iranian general at the orders of President Trump, a killing that escalated tensions between Washington and Tehran.",The New York Times,Business,Business Day,[]
The Australia Wildfires in Pictures,2020-01-03,article,News,"Images of destruction, escape and the struggle to contain dozens of blazes as the country faces one of the worst wildfire seasons in its history.",The New York Times,Foreign,World,"['Fires and Firefighters', 'Wildfires']"
‘Nowhere Else to Go’: Some Defy Warnings to Flee Australian Fires,2020-01-03,article,News,"The authorities warned of potentially worse conditions this weekend, but some residents wanted to protect their homes, while others worried about more danger if they fled.",The New York Times,Foreign,World,"['Wildfires', 'Evacuations and Evacuees', 'Fires and Firefighters']"
"For Trump, a Risky Decision on Suleimani Is One Other Presidents Had Avoided",2020-01-03,article,News,"In ordering the drone strike that killed Iran’s top security commander, Mr. Trump challenged predictions it could lead to a wider war in the Middle East.",The New York Times,Washington,World,"['Defense and Military Forces', 'United States International Relations', 'United States Defense and Military Forces', 'Terrorism', 'Targeted Killings']"
Tesla Reports Record Output as Elon Musk Achieves Goal,2020-01-03,article,News,"The electric-car maker ended a volatile year with a 50 percent jump in deliveries, sending its shares to a new high.",The New York Times,Business,Business Day,"['Electric and Hybrid Vehicles', 'Company Reports', 'Factories and Manufacturing']"
"Lagging Rivals, Elizabeth Warren Raised $21.2 Million in 4th Quarter",2020-01-03,article,News,"Ms. Warren’s fund-raising haul for the last three months of the year represented a slight dip, though she ended the quarter on a high note.",The New York Times,Politics,U.S.,"['Campaign Finance', 'Presidential Election of 2020', 'United States Politics and Government']"
Tips for Paying Off Your Holiday Credit Card Debt,2020-01-03,article,News,Experts suggest everything from following a three-month repayment plan to selling used clothes and toys or temporarily reducing your 401(k) contributions.,The New York Times,Business,Your Money,"['Personal Finances', 'Credit Cards', 'Credit and Debt', 'Gifts', 'Interest Rates', 'Holidays and Special Occasions']"
The Week in Tech: Our Hidden Gems of 2019,2020-01-03,article,News,The best stories that you might have missed.,The New York Times,Business,Business Day,"['Data-Mining and Database Marketing', 'Freelancing, Self-Employment and Independent Contracting', 'Computers and the Internet']"
Five Places to Dine in Paris With the Author of ‘Let’s Eat France’,2020-01-03,article,News,"The 16th arrondissement is turning into a dining destination. François-Régis Gaudry, the popular food writer and radio host, offers compelling reasons to eat in the neighborhood.",The New York Times,Travel,Travel,"['Restaurants', 'French Food (Cuisine)', 'Cocktails and Mixed Drinks', 'Travel and Vacations']"
The Year Ended With Another Big Sale at 220 Central Park South,2020-01-03,article,News,A sprawling duplex there sold for $92.7 million; it was the second-biggest sale over all in 2019.,The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
Older People Need Geriatricians. Where Will They Come From?,2020-01-03,article,News,The medical profession has been troubled for years by a persistent shortage of doctors who treat the oldest and sickest patients.,The New York Times,Science,Health,"['Elderly', 'Doctors', 'Medicine and Health', 'Population', 'United States Politics and Government', 'Health Insurance and Managed Care', 'Shortages']"
How to Protect Yourself From Real Estate Scams,2020-01-03,article,News,The F.B.I. says real estate transactions are a growing target of wire fraud. Here are some ways to fight back.,The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Computer Security', 'Cyberattacks and Hackers', 'Real Estate Brokers', 'Frauds and Swindling']"
"Suleimani’s Gone, and the Iran Nuclear Deal May Be Next",2020-01-03,article,News,Europe fears that its faltering efforts to preserve the 2015 pact have been dealt a fatal blow with the United States’ killing of a top Iranian commander.,The New York Times,Foreign,World,"['Nuclear Weapons', 'Defense and Military Forces', 'Embargoes and Sanctions', 'United States International Relations', 'International Relations', 'United States Defense and Military Forces', 'Targeted Killings']"
Parking Meters Are Rejecting Credit Cards in Y2K-Type Glitch,2020-01-03,article,News,"A vendor failed to update software, causing meters in New York City to malfunction, officials said.",The New York Times,Metro,New York,"['Parking Meters', 'Computers and the Internet', 'Credit Cards', 'Parking']"
